instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1626.0,5.0,0.30845157310302285,True,True
dkg813,813,3219.0,20.0,0.6251953735542357,True,True
gr666,666,294476.0,118.0,0.040087240706894324,True,True
lim963,963,2815.0,26.0,0.9322337755467911,True,False
pa561,561,2763.0,0.0,0.0,True,True
pbk411,411,1351.0,8.0,0.5956813104988831,True,True
pbl395,395,1288.0,7.0,0.546448087431694,True,True
pbm436,436,1456.0,13.0,0.9009009009009009,True,False
pbn423,423,1376.0,11.0,0.805860805860806,True,False
pcb442,442,50778.0,0.0,0.0,True,True
pka379,379,1545.0,213.0,15.99099099099099,True,False
rbu737,737,3323.0,9.0,0.27157513578756787,True,True
rbx711,711,3132.0,17.0,0.5457463884430177,True,True
xql662,662,2516.0,3.0,0.11937922801432552,True,True
