instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,6500.0,4879.0,300.9870450339297,True,False
dkg813,813,19263.0,16064.0,502.15692403876216,True,False
gr666,666,1364423.0,1070065.0,363.5250273476515,True,False
lim963,963,18311.0,15522.0,556.5435640014342,True,False
pa561,561,11266.0,8503.0,307.7452044878755,True,False
pbk411,411,5987.0,4644.0,345.7930007446016,True,False
pbl395,395,4995.0,3714.0,289.92974238875877,True,False
pbm436,436,6361.0,4918.0,340.8177408177408,True,False
pbn423,423,5601.0,4236.0,310.32967032967036,True,False
pcb442,442,202614.0,151836.0,299.0192603095829,True,False
pka379,379,5400.0,4068.0,305.4054054054054,True,False
rbu737,737,18096.0,14782.0,446.04707302353654,True,False
rbx711,711,17679.0,14564.0,467.54414125200645,True,False
xql662,662,13481.0,10966.0,436.02385685884695,True,False
