instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1626.0,5.0,0.30845157310302285,True,True
dkg813,813,3218.0,19.0,0.5939356048765239,True,True
gr666,666,294476.0,118.0,0.040087240706894324,True,True
lim963,963,2821.0,32.0,1.1473646468268197,True,False
pa561,561,2763.0,0.0,0.0,True,True
pbk411,411,1347.0,4.0,0.29784065524944153,True,True
pbl395,395,1288.0,7.0,0.546448087431694,True,True
pbm436,436,1457.0,14.0,0.9702009702009702,True,False
pbn423,423,1376.0,11.0,0.805860805860806,True,False
pcb442,442,50778.0,0.0,0.0,True,True
pka379,379,1553.0,220.0,16.504126031507877,True,False
rbu737,737,3328.0,14.0,0.4224502112251056,True,True
rbx711,711,3129.0,12.0,0.384985563041386,True,True
xql662,662,2520.0,7.0,0.2785515320334262,True,True
