instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1629.0,8.0,0.4935225169648365,True,True
dkg813,813,3220.0,21.0,0.6564551422319475,True,True
gr666,666,294358.0,0.0,0.0,True,True
lim963,963,2826.0,37.0,1.3266403728935103,True,False
pa561,561,2763.0,0.0,0.0,True,True
pbk411,411,1352.0,9.0,0.6701414743112435,True,True
pbl395,395,1291.0,10.0,0.78064012490242,True,False
pbm436,436,1453.0,10.0,0.693000693000693,True,True
pbn423,423,1376.0,11.0,0.805860805860806,True,False
pcb442,442,50778.0,0.0,0.0,True,True
pka379,379,1547.0,214.0,16.054013503375845,True,False
rbu737,737,3329.0,15.0,0.45262522631261315,True,True
rbx711,711,3130.0,13.0,0.4170676932948348,True,True
xql662,662,2521.0,3.0,0.11914217633042098,True,True
