instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1626.0,5.0,0.30845157310302285,True,True
dkg813,813,3218.0,19.0,0.5939356048765239,True,True
gr666,666,294476.0,118.0,0.040087240706894324,True,True
lim963,963,2815.0,26.0,0.9322337755467911,True,False
pa561,561,2763.0,0.0,0.0,True,True
pbk411,411,1350.0,7.0,0.5212211466865228,True,True
pbl395,395,1293.0,12.0,0.936768149882904,True,False
pbm436,436,1455.0,12.0,0.8316008316008316,True,False
pbn423,423,1375.0,10.0,0.7326007326007326,True,False
pcb442,442,50778.0,0.0,0.0,True,True
pka379,379,1543.0,211.0,15.840840840840842,True,False
rbu737,737,3328.0,14.0,0.4224502112251056,True,True
rbx711,711,3132.0,17.0,0.5457463884430177,True,True
xql662,662,2544.0,31.0,1.2335853561480303,True,False
