instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1627.0,6.0,0.3701418877236274,True,True
dkg813,813,3221.0,22.0,0.6877149109096593,True,True
gr666,666,294476.0,118.0,0.040087240706894324,True,True
lim963,963,2815.0,26.0,0.9322337755467911,True,False
pa561,561,2763.0,0.0,0.0,True,True
pbk411,411,1352.0,9.0,0.6701414743112435,True,True
pbl395,395,1293.0,12.0,0.936768149882904,True,False
pbm436,436,1455.0,12.0,0.8316008316008316,True,False
pbn423,423,1378.0,13.0,0.9523809523809524,True,False
pcb442,442,50778.0,0.0,0.0,True,True
pka379,379,1546.0,213.0,15.978994748687173,True,False
rbu737,737,3325.0,11.0,0.331925165962583,True,True
rbx711,711,3130.0,13.0,0.4170676932948348,True,True
xql662,662,2518.0,5.0,0.19896538002387587,True,True
