instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1625.0,4.0,0.24676125848241826,True,True
dkg813,813,3214.0,15.0,0.4688965301656768,True,True
gr666,666,294476.0,-16.0,-0.0054330847697051194,True,True
lim963,963,2812.0,23.0,0.8246683399067766,True,False
pa561,561,2763.0,0.0,0.0,True,True
pbk411,411,1350.0,7.0,0.5212211466865228,True,True
pbl395,395,1294.0,13.0,1.014832162373146,True,False
pbm436,436,1459.0,16.0,1.1088011088011087,True,False
pbn423,423,1376.0,11.0,0.805860805860806,True,False
pcb442,442,50778.0,0.0,0.0,True,True
pka379,379,1549.0,217.0,16.29129129129129,True,False
rbu737,737,3326.0,12.0,0.3621001810500905,True,True
rbx711,711,3132.0,15.0,0.4812319538017324,True,True
xql662,662,2526.0,13.0,0.5173099880620772,True,True
